episode,reward
433,-95
434,-77
435,-88
436,-110
437,-371
438,-106
439,9
440,-174
441,-10
442,-86
443,-109
444,5
445,-112
446,-196
447,-59
448,-84
449,1
450,-51
451,7
452,-149
453,-45
454,-84
455,-173
456,-79
457,-96
458,-95
459,0
460,-108
461,-60
462,-14
463,-166
464,-326
465,-62
466,10
467,0
468,-81
469,-39
470,-99
471,15
472,-85
473,-161
474,-255
475,15
476,9
477,-156
478,-98
479,-80
480,-87
481,-4
482,-119
483,-119
484,-74
485,-159
486,13
487,-105
488,-12
489,-199
490,-137
491,9
492,-93
493,-18
494,-45
495,8
496,-50
497,-136
498,-49
499,-95
500,-204
501,-125
502,11
503,11
504,-5
505,-52
506,-68
507,-106
508,-179
509,-34
510,13
511,-47
512,-122
513,-204
514,7
515,-130
516,-149
517,-126
518,1
519,-10
520,-308
521,-20
522,-25
523,-162
524,10
525,-11
526,-34
527,-52
528,7
529,-18
530,9
531,-7
532,-42
533,-104
534,-31
535,-75
536,-115
537,-122
538,0
539,-53
540,-47
541,9
542,9
543,-43
544,-76
545,-40
546,-143
547,11
548,-88
549,-86
550,3
551,-110
552,-11
553,-4
554,-62
555,-122
556,-95
557,-103
558,-11
559,7
560,-111
561,-13
562,-34
563,0
564,-36
565,-13
566,12
567,-88
568,-151
569,12
570,-32
571,8
572,-21
573,-34
574,-45
575,-46
576,-18
577,-19
578,-79
579,-28
580,-71
581,-133
582,-33
583,-69
584,-48
585,11
586,-154
587,-128
588,-62
589,-11
590,-68
591,-45
592,-46
593,-44
594,3
595,-6
596,-82
597,-130
598,-22
599,-7
600,-21
601,-36
602,-111
603,-47
604,-49
605,14
606,3
607,-179
608,-80
609,-124
610,7
611,10
612,-64
613,-51
614,-82
615,-195
616,-8
617,-1
618,1
619,10
620,-101
621,-38
622,-105
623,-83
624,-150
625,-146
626,11
627,-28
628,-169
629,-27
630,9
631,-1
632,-36
633,-7
634,-13
635,-48
636,-27
637,-41
638,-32
639,-1
640,-29
641,12
642,-111
643,-58
644,10
645,-100
646,-103
647,-55
648,-75
649,-87
650,-100
651,-80
652,-148
653,-71
654,-15
655,4
656,0
657,-37
658,-73
659,3
660,-115
661,-78
662,-130
663,-41
664,0
665,-97
666,8
667,2
668,-86
669,-113
670,-88
671,-2
672,-25
673,1
674,-44
675,-2
676,-48
677,-116
678,-64
679,11
680,-91
681,11
682,-56
683,-17
684,11
685,-81
686,-120
687,-96
688,-60
689,1
690,-40
691,-77
692,2
693,-51
694,9
695,-194
696,-71
697,-41
698,5
699,-100
700,8
701,1
702,11
703,-95
704,-18
705,-74
706,2
707,-24
708,10
709,-36
710,12
711,3
712,-182
713,-212
714,-166
715,-5
716,-26
717,-56
718,-46
719,14
720,-1
721,-11
722,-24
723,-3
724,-37
725,-3
726,-29
727,10
728,2
729,-36
730,0
731,-81
732,-18
733,-13
734,-96
735,-53
736,12
737,-32
738,-14
739,-4
740,-98
741,-12
742,9
743,-90
744,2
745,-46
746,-30
747,-118
748,-5
749,14
750,4
751,-72
752,-54
753,-40
754,-55
755,8
756,-44
757,-52
758,-15
759,-38
760,-37
761,0
762,13
763,10
764,1
765,-16
766,-160
767,2
768,10
769,13
770,3
771,8
772,11
773,-20
774,-45
775,-33
776,-67
777,-19
778,-62
779,-70
780,-11
781,-10
782,-51
783,-3
784,-34
785,11
786,-99
787,-11
788,-30
789,-5
790,-68
791,4
792,2
793,6
794,11
795,1
796,-73
797,12
798,12
799,0
800,-29
801,-51
802,-77
803,-4
804,7
805,-155
806,10
807,12
808,4
809,-4
810,-39
811,14
812,-1
813,9
814,2
815,12
816,-55
817,-78
818,0
819,9
820,4
821,11
822,7
823,-2
824,-90
825,-18
826,8
827,-67
828,12
829,-6
830,11
831,-36
832,-86
833,13
834,-9
835,7
836,-60
837,11
838,-37
839,-51
840,-54
841,3
842,-3
843,-103
844,4
845,-24
846,1
847,-12
848,-8
849,-65
850,8
851,-20
852,5
853,-1
854,-13
855,12
856,7
857,7
858,-35
859,-26
860,-1
861,-64
862,-51
863,6
864,-61
865,-4
866,-101
867,14
868,-19
869,-104
870,-1
871,4
872,-27
873,-97
874,-6
875,4
876,9
877,6
878,12
879,-30
880,1
881,8
882,-40
883,-6
884,-93
885,-96
886,-10
887,6
888,-17
889,-20
890,-14
891,12
892,6
893,5
894,-27
895,0
896,13
897,10
898,-1
899,2
900,-37
901,-22
902,2
903,8
904,-1
905,-43
906,8
907,-4
908,11
909,4
910,-18
911,-48
912,-53
913,-27
914,0
915,-14
916,-78
917,-17
918,-47
919,-52
920,0
921,-11
922,8
923,-5
924,-13
925,14
926,-3
927,-41
928,-21
929,10
930,-47
931,1
932,-48
933,2
934,-14
935,-19
936,-29
937,0
938,9
939,9
940,12
941,12
942,-32
943,-53
944,10
945,2
946,-9
947,6
948,-7
949,7
950,-7
951,8
952,-16
953,2
954,-3
955,-15
956,-22
957,-34
958,9
959,-13
960,-3
961,-6
962,-17
963,3
964,8
965,11
966,-1
967,-52
968,7
969,-8
970,12
971,9
972,9
973,14
974,6
975,-39
976,-14
977,-2
978,-10
979,-14
980,-88
981,-2
982,5
983,-1
984,0
985,-38
986,-6
987,10
988,-11
989,-1
990,4
991,7
992,13
993,-109
994,-19
995,-7
996,-16
997,-8
998,-9
999,-15
1000,7
1001,-26
1002,10
1003,-6
1004,9
1005,8
1006,-16
1007,11
1008,-9
1009,-11
1010,-43
1011,-15
1012,6
1013,-59
1014,6
1015,1
1016,-5
1017,-17
1018,10
1019,-51
1020,-82
1021,10
1022,8
1023,-23
1024,-9
1025,14
1026,13
1027,13
1028,-2
1029,3
1030,6
1031,10
1032,-2
1033,-18
1034,12
1035,-21
1036,10
1037,-80
1038,4
1039,0
1040,7
1041,-27
1042,5
1043,-22
1044,-16
1045,-9
1046,10
1047,-6
1048,-31
1049,9
1050,-21
1051,-10
1052,-17
1053,-8
1054,-15
1055,-1
1056,7
1057,-1
1058,-25
1059,-29
1060,1
1061,-26
1062,-44
1063,7
1064,-9
1065,-40
1066,3
1067,9
1068,-37
1069,-27
1070,7
1071,-4
1072,-8
1073,7
1074,9
1075,3
1076,-13
1077,-1
1078,-13
1079,-18
1080,-37
1081,8
1082,-4
1083,-8
1084,-3
1085,1
1086,10
1087,9
1088,6
1089,7
1090,-8
1091,-21
1092,-54
1093,-1
1094,-19
1095,6
1096,11
1097,-16
1098,7
1099,9
1100,-56
1101,-4
1102,10
1103,-47
1104,10
1105,10
1106,-14
1107,-21
1108,8
1109,8
1110,5
1111,0
1112,10
1113,-2
1114,11
1115,-38
1116,-9
1117,7
1118,10
1119,-58
1120,-13
1121,7
1122,-4
1123,-29
1124,-14
1125,6
1126,7
1127,-12
1128,-4
1129,-3
1130,1
1131,8
1132,-2
1133,1
1134,4
1135,-6
1136,-5
1137,7
1138,8
1139,0
1140,-14
1141,4
1142,9
1143,-14
1144,-20
1145,8
1146,3
1147,4
1148,-4
1149,1
1150,5
1151,8
1152,-46
1153,4
1154,1
1155,-2
1156,-30
1157,-21
1158,-45
1159,-3
1160,-1
1161,-16
1162,-8
1163,9
1164,9
1165,9
1166,-6
1167,-37
1168,-5
1169,-3
1170,2
1171,9
1172,0
1173,-3
1174,-7
1175,12
1176,4
1177,-11
1178,-11
1179,6
1180,-42
1181,-32
1182,0
1183,6
1184,-44
1185,-16
1186,9
1187,-4
1188,-2
1189,-4
1190,5
1191,-2
1192,-12
1193,-17
1194,-2
1195,-13
1196,-1
1197,-24
1198,6
1199,3
1200,-11
1201,-22
1202,-2
1203,-10
1204,10
1205,-16
1206,8
1207,-9
1208,9
1209,-7
1210,-10
1211,8
1212,-4
1213,-24
1214,8
1215,-2
1216,-14
1217,10
1218,11
1219,-11
1220,0
1221,6
1222,-4
1223,-5
1224,-6
1225,-24
1226,-42
1227,-36
1228,-24
1229,11
1230,12
1231,8
1232,-34
1233,4
1234,8
1235,0
1236,8
1237,6
1238,6
1239,-4
1240,3
1241,6
1242,0
1243,-2
1244,10
1245,11
1246,13
1247,-5
1248,-6
1249,-1
1250,-4
1251,-13
1252,-11
1253,6
1254,-5
1255,-5
1256,9
1257,-12
1258,4
1259,8
1260,-13
1261,2
1262,-7
1263,10
1264,7
1265,0
1266,-31
1267,-49
1268,5
1269,1
1270,8
1271,8
1272,4
1273,3
1274,6
1275,6
1276,2
1277,-25
1278,9
1279,9
1280,4
1281,-2
1282,5
1283,8
1284,-26
1285,-5
1286,10
1287,11
1288,-37
1289,13
1290,-13
1291,-16
1292,0
1293,10
1294,-2
1295,-92
1296,1
1297,2
1298,-15
1299,-2
1300,5
1301,7
1302,-10
1303,4
1304,9
1305,8
1306,10
1307,11
1308,4
1309,9
1310,-3
1311,5
1312,7
1313,0
1314,-7
1315,-4
1316,-25
1317,-14
1318,10
1319,7
1320,-22
1321,-26
1322,4
1323,5
1324,5
1325,-58
1326,-9
1327,-10
1328,-1
1329,7
1330,12
1331,10
1332,10
1333,4
1334,-20
1335,-9
1336,6
1337,9
1338,-7
1339,1
1340,6
1341,13
1342,-23
1343,5
1344,0
1345,7
1346,7
1347,5
1348,-1
1349,-13
1350,11
1351,10
1352,6
1353,11
1354,8
1355,2
1356,-22
1357,12
1358,4
1359,8
1360,8
1361,-25
1362,7
1363,8
1364,-5
1365,9
1366,9
1367,-80
1368,-22
1369,-14
1370,10
1371,8
1372,-17
1373,6
1374,6
1375,-14
1376,8
1377,6
1378,6
1379,1
1380,1
1381,6
1382,7
1383,7
1384,12
1385,15
1386,10
1387,8
1388,11
1389,0
1390,-20
1391,6
1392,11
1393,-6
1394,11
1395,-11
1396,-6
1397,3
1398,-1
1399,6
1400,3
1401,5
1402,9
1403,8
1404,-4
1405,-2
1406,10
1407,-13
1408,4
1409,4
1410,-4
1411,3
1412,-1
1413,5
1414,-5
1415,3
1416,0
1417,3
1418,-39
1419,-4
1420,-8
1421,-2
1422,9
1423,6
1424,8
1425,-11
1426,-13
1427,8
1428,8
1429,1
1430,11
1431,-8
1432,6
1433,5
1434,-4
1435,6
1436,0
1437,-6
1438,10
1439,8
1440,6
1441,4
1442,7
1443,-4
1444,10
1445,3
1446,-5
1447,7
1448,-4
1449,6
1450,10
1451,3
1452,-1
1453,6
1454,-6
1455,10
1456,6
1457,-3
1458,-23
1459,-1
1460,-4
1461,9
1462,-5
1463,-1
1464,7
1465,11
1466,6
1467,-12
1468,-7
1469,-4
1470,-2
1471,7
1472,-1
1473,-4
1474,5
1475,-10
1476,5
1477,-11
1478,8
1479,-5
1480,8
1481,-4
1482,3
1483,7
1484,0
1485,2
1486,3
1487,5
1488,-1
1489,10
1490,-44
1491,9
1492,3
1493,13
1494,4
1495,10
1496,-34
1497,8
1498,-9
1499,4
1500,9
1501,10
1502,8
1503,-7
1504,10
1505,12
1506,13
1507,-43
1508,-3
1509,7
1510,4
1511,-2
1512,-9
1513,-1
1514,6
1515,-4
1516,-17
1517,8
1518,-4
1519,10
1520,2
1521,-12
1522,0
1523,12
1524,4
1525,-20
1526,5
1527,-4
1528,12
1529,6
1530,3
1531,-9
1532,3
1533,7
1534,11
1535,-2
1536,10
1537,12
1538,1
1539,9
1540,6
1541,11
1542,-1
1543,9
1544,11
1545,-8
1546,-2
1547,-32
1548,11
1549,10
1550,8
1551,5
1552,-7
1553,9
1554,13
1555,3
1556,8
1557,4
1558,11
1559,6
1560,11
1561,5
1562,6
1563,6
1564,7
1565,-9
1566,9
1567,-1
1568,5
1569,8
1570,-16
1571,2
1572,10
1573,-4
1574,13
1575,-29
1576,9
1577,-4
1578,11
1579,5
1580,2
1581,8
1582,1
1583,6
1584,-13
1585,-5
1586,12
1587,5
1588,7
1589,0
1590,10
1591,-6
1592,7
1593,3
1594,-4
1595,0
1596,4
1597,-3
1598,10
1599,9
1600,7
1601,-9
1602,-8
1603,7
1604,8
1605,3
1606,0
1607,7
1608,12
1609,-7
1610,5
1611,8
1612,-23
1613,-4
1614,12
1615,-2
1616,-3
1617,3
1618,8
1619,-2
1620,7
1621,0
1622,9
1623,5
1624,9
1625,-6
1626,6
1627,-17
1628,-27
1629,-8
1630,5
1631,-6
1632,9
1633,-15
1634,7
1635,7
1636,-2
1637,3
1638,5
1639,-14
1640,-2
1641,2
1642,10
1643,-2
1644,-7
1645,-3
1646,11
1647,0
1648,7
1649,8
1650,8
1651,6
1652,-3
1653,7
1654,5
1655,7
1656,6
1657,8
1658,8
1659,3
1660,9
1661,0
1662,9
1663,3
1664,8
1665,6
1666,-1
1667,3
1668,8
1669,-12
1670,-12
1671,7
1672,-1
1673,8
1674,4
1675,3
1676,10
1677,4
1678,-3
1679,3
1680,-12
1681,10
1682,-5
1683,10
1684,-7
1685,-9
1686,-10
1687,2
1688,-6
1689,5
1690,-5
1691,-5
1692,5
1693,5
1694,9
1695,11
1696,6
1697,8
1698,5
1699,-2
1700,-16
1701,12
1702,-2
1703,2
1704,-3
1705,7
1706,-3
1707,-6
1708,-4
1709,7
1710,6
1711,2
1712,5
1713,-3
1714,9
1715,-7
1716,10
1717,12
1718,-12
1719,5
1720,6
1721,6
1722,-1
1723,9
1724,5
1725,-20
1726,-6
1727,6
1728,3
1729,11
1730,-4
1731,7
1732,0
1733,9
1734,6
1735,-7
1736,8
1737,7
1738,7
1739,9
1740,1
1741,3
1742,2
1743,-12
1744,0
1745,-15
1746,-6
1747,5
1748,8
1749,5
1750,6
1751,-12
1752,-1
1753,-6
1754,-2
1755,8
1756,10
1757,5
1758,-5
1759,-2
1760,9
1761,9
1762,3
1763,5
1764,9
1765,6
1766,6
1767,-2
1768,6
1769,9
1770,0
1771,9
1772,-18
1773,5
1774,3
1775,-6
1776,7
1777,9
1778,5
1779,-2
1780,-7
1781,7
1782,1
1783,6
1784,5
1785,5
1786,-14
1787,-12
1788,5
1789,5
1790,6
1791,14
1792,8
1793,-3
1794,-4
1795,5
1796,8
1797,-5
1798,-6
1799,-9
1800,5
1801,8
1802,-4
1803,-5
1804,9
1805,-5
1806,11
1807,-17
1808,-4
1809,5
1810,-20
1811,2
1812,5
1813,12
1814,2
1815,6
1816,6
1817,7
1818,4
1819,8
1820,-16
1821,-8
1822,3
1823,3
1824,6
1825,5
1826,5
1827,9
1828,1
1829,-16
1830,8
1831,-10
1832,6
1833,4
1834,-4
1835,8
1836,6
1837,5
1838,10
1839,6
1840,-20
1841,5
1842,6
1843,12
1844,5
1845,-5
1846,8
1847,-10
1848,5
1849,6
1850,3
1851,-29
1852,7
1853,9
1854,-25
1855,-3
1856,4
1857,10
1858,7
1859,10
1860,9
1861,-6
1862,4
1863,-15
1864,-3
1865,1
1866,8
1867,8
1868,9
1869,15
1870,7
1871,9
1872,5
1873,12
1874,11
1875,14
1876,-8
1877,5
1878,13
1879,-18
1880,-1
1881,-6
1882,2
1883,9
1884,-25
1885,-3
1886,13
1887,6
1888,-6
1889,10
1890,0
1891,-4
1892,9
1893,4
1894,5
1895,9
1896,5
1897,5
1898,0
1899,-6
1900,8
1901,5
1902,-17
1903,-2
1904,0
1905,9
1906,-2
1907,-7
1908,11
1909,7
1910,-1
1911,1
1912,11
1913,7
1914,7
1915,2
1916,-15
1917,-7
1918,12
1919,5
1920,-7
1921,10
1922,8
1923,8
1924,8
1925,3
1926,10
1927,-5
1928,8
1929,-3
1930,-4
1931,5
1932,3
1933,5
1934,8
1935,8
1936,-1
1937,8
1938,-16
1939,11
1940,-7
1941,11
1942,-4
1943,11
1944,6
1945,-16
1946,3
1947,8
1948,9
1949,6
1950,7
1951,7
1952,14
1953,10
1954,-2
1955,-5
1956,7
1957,7
1958,-4
1959,3
1960,8
1961,7
1962,5
1963,11
1964,-6
1965,-16
1966,5
1967,-34
1968,-4
1969,8
1970,3
1971,-15
1972,8
1973,0
1974,-8
1975,4
1976,-17
1977,8
1978,6
1979,8
1980,-3
1981,9
1982,11
1983,11
1984,-5
1985,12
1986,-2
1987,11
1988,9
1989,-8
1990,12
1991,11
1992,3
1993,6
1994,-1
1995,10
1996,-9
1997,12
1998,7
1999,1
2000,-4
2001,6
2002,9
2003,-4
2004,5
2005,6
2006,5
2007,9
2008,11
2009,7
2010,-2
2011,3
2012,-2
2013,2
2014,-3
2015,9
2016,-1
2017,5
2018,-8
2019,15
2020,-6
2021,5
2022,5
2023,5
2024,11
2025,-1
2026,4
2027,2
2028,9
2029,1
2030,-4
2031,6
2032,-2
2033,9
2034,5
2035,8
2036,-7
2037,7
2038,9
2039,9
2040,6
2041,11
2042,9
2043,-11
2044,7
2045,3
2046,7
2047,5
2048,6
2049,5
2050,12
2051,6
2052,7
2053,-2
2054,14
2055,7
2056,8
2057,8
2058,10
2059,-9
2060,12
2061,9
2062,-7
2063,-14
2064,4
2065,-21
2066,-1
2067,5
2068,1
2069,-4
2070,-1
2071,2
2072,6
2073,5
2074,-2
2075,-2
2076,-12
2077,9
2078,-7
2079,2
2080,12
2081,-39
2082,5
2083,9
2084,6
2085,-8
2086,6
2087,2
2088,6
2089,8
2090,10
2091,10
2092,-12
2093,9
2094,9
2095,8
2096,0
2097,10
2098,-15
2099,-5
2100,-6
2101,-9
2102,7
2103,-15
2104,5
2105,6
2106,3
2107,9
2108,5
2109,11
2110,-3
2111,-7
2112,11
2113,0
2114,-3
2115,8
2116,9
2117,4
2118,9
2119,10
2120,6
2121,-24
2122,13
2123,14
2124,11
2125,7
2126,-1
2127,2
2128,10
2129,6
2130,-3
2131,8
2132,-3
2133,-3
2134,6
2135,2
2136,-2
2137,6
2138,8
2139,7
2140,10
2141,11
2142,8
2143,-10
2144,4
2145,8
2146,4
2147,-8
2148,-6
2149,7
2150,3
2151,9
2152,6
2153,5
2154,10
2155,10
2156,10
2157,8
2158,2
2159,1
2160,9
2161,-2
2162,6
2163,-1
2164,1
2165,7
2166,3
2167,6
2168,13
2169,10
2170,13
2171,7
2172,-2
2173,-6
2174,11
2175,6
2176,-4
2177,8
2178,11
2179,9
2180,9
2181,0
2182,-7
2183,5
2184,14
2185,1
2186,-3
2187,6
2188,8
2189,7
2190,8
2191,9
2192,2
2193,8
2194,9
2195,7
2196,-1
2197,-5
2198,-2
2199,-3
2200,12
2201,10
2202,14
2203,8
2204,-6
2205,7
2206,5
2207,9
2208,8
2209,5
2210,7
2211,0
2212,8
2213,-2
2214,3
2215,-11
2216,-5
2217,10
2218,13
2219,9
2220,-1
2221,0
2222,10
2223,4
2224,7
2225,-8
2226,-4
2227,4
2228,3
2229,4
2230,-7
2231,-5
2232,6
2233,-6
2234,8
2235,7
2236,7
2237,3
2238,-11
2239,7
2240,6
2241,10
2242,10
2243,-2
2244,-5
2245,-3
2246,7
2247,-6
2248,-4
2249,7
2250,0
2251,13
2252,5
2253,0
2254,6
2255,6
2256,-2
2257,-8
2258,3
2259,10
2260,-4
2261,-10
2262,-2
2263,0
2264,7
2265,6
2266,2
2267,-12
2268,3
2269,12
2270,13
2271,8
2272,11
2273,-2
2274,-14
2275,-4
2276,10
2277,-5
2278,10
2279,8
2280,7
2281,-1
2282,6
2283,9
2284,8
2285,8
2286,5
2287,0
2288,5
2289,4
2290,10
2291,-4
2292,1
2293,6
2294,7
2295,2
2296,7
2297,10
2298,-5
2299,-1
2300,11
2301,-2
2302,7
2303,5
2304,9
2305,9
2306,4
2307,5
2308,8
2309,4
2310,7
2311,-7
2312,4
2313,7
2314,7
2315,-2
2316,11
2317,-15
2318,13
2319,2
2320,5
2321,7
2322,6
2323,7
2324,7
2325,5
2326,-3
2327,3
2328,-7
2329,-1
2330,7
2331,4
2332,-6
2333,-1
2334,8
2335,6
2336,-14
2337,9
2338,-9
2339,3
2340,10
2341,6
2342,9
2343,3
2344,3
2345,3
2346,-5
2347,-1
2348,3
2349,5
2350,9
2351,-4
2352,3
2353,1
2354,8
2355,5
2356,4
2357,6
2358,12
2359,-19
2360,10
2361,7
2362,7
2363,8
2364,11
2365,9
2366,7
2367,-2
2368,12
2369,7
2370,5
2371,6
2372,10
2373,9
2374,10
2375,-9
2376,-5
2377,5
2378,9
2379,7
2380,0
2381,13
2382,-1
2383,5
2384,7
2385,11
2386,-15
2387,9
2388,-6
2389,11
2390,6
2391,10
2392,-2
2393,-8
2394,5
2395,-4
2396,5
2397,-5
2398,-7
2399,4
2400,5
2401,5
2402,6
2403,1
2404,6
2405,10
2406,-1
2407,-3
2408,-23
2409,7
2410,3
2411,-24
2412,4
2413,3
2414,11
2415,4
2416,3
2417,1
2418,7
2419,5
2420,5
2421,11
2422,-2
2423,-1
2424,9
2425,-3
2426,-3
2427,-4
2428,5
2429,11
2430,-6
2431,13
2432,-5
2433,12
2434,-4
2435,1
2436,8
2437,13
2438,7
2439,-1
2440,4
2441,-16
2442,7
2443,4
2444,6
2445,5
2446,-5
2447,1
2448,5
2449,9
2450,8
2451,1
2452,7
2453,-11
2454,-10
2455,-8
2456,-5
2457,13
2458,2
2459,7
2460,11
2461,10
2462,6
2463,-1
2464,5
2465,8
2466,8
2467,4
2468,4
2469,2
2470,-1
2471,3
2472,-5
2473,6
2474,6
2475,6
2476,10
2477,9
2478,5
2479,5
2480,-1
2481,12
2482,6
2483,10
2484,10
2485,6
2486,14
2487,5
2488,6
2489,-11
2490,1
2491,7
2492,1
2493,9
2494,-17
2495,9
2496,3
2497,-5
2498,1
2499,6
2500,-4
2501,-13
2502,8
2503,-2
2504,14
2505,-10
2506,5
2507,9
2508,0
2509,4
2510,6
2511,-3
2512,5
2513,-17
2514,7
2515,4
2516,7
2517,12
2518,9
2519,-25
2520,11
2521,13
2522,-17
2523,11
2524,-24
2525,13
2526,9
2527,-7
2528,6
2529,-5
2530,8
2531,6
2532,-8
2533,11
2534,6
2535,5
2536,1
2537,11
2538,5
2539,8
2540,-9
2541,6
2542,-6
2543,12
2544,-2
2545,10
2546,-6
2547,8
2548,-7
2549,-1
2550,5
2551,3
2552,4
2553,7
2554,8
2555,9
2556,0
2557,10
2558,8
2559,3
2560,0
2561,10
2562,-6
2563,13
2564,4
2565,7
2566,7
2567,3
2568,-13
2569,8
2570,-9
2571,-7
2572,1
2573,-6
2574,3
2575,-7
2576,10
2577,-10
2578,1
2579,8
2580,-13
2581,10
2582,7
2583,-4
2584,-3
2585,0
2586,3
2587,9
2588,-16
2589,10
2590,-2
2591,2
2592,12
2593,-2
2594,5
2595,5
2596,-7
2597,4
2598,10
2599,12
2600,9
2601,0
2602,9
2603,14
2604,-4
2605,-7
2606,12
2607,12
2608,9
2609,2
2610,4
2611,5
2612,-5
2613,-7
2614,-7
2615,0
2616,4
2617,12
2618,12
2619,3
2620,6
2621,0
2622,10
2623,6
2624,8
2625,6
2626,1
2627,14
2628,0
2629,4
2630,9
2631,-1
2632,9
2633,4
2634,1
2635,11
2636,5
2637,7
2638,-7
2639,8
2640,3
2641,-5
2642,-4
2643,3
2644,-3
2645,10
2646,-1
2647,-5
2648,6
2649,9
2650,14
2651,8
2652,3
2653,8
2654,-14
2655,7
2656,3
2657,9
2658,8
2659,10
2660,6
2661,6
2662,8
2663,6
2664,-3
2665,-7
2666,7
2667,6
2668,-6
2669,6
2670,-5
2671,-6
2672,-5
2673,6
2674,12
2675,-5
2676,8
2677,-1
2678,-2
2679,8
2680,4
2681,7
2682,7
2683,14
2684,5
2685,-13
2686,-6
2687,0
2688,-8
2689,-18
2690,-16
2691,9
2692,-27
2693,14
2694,7
2695,15
2696,9
2697,-12
2698,5
2699,12
2700,7
2701,8
2702,8
2703,5
2704,10
2705,2
2706,9
2707,9
2708,4
2709,-5
2710,-5
2711,7
2712,-1
2713,-6
2714,-1
2715,-18
